CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CCSDS_SPARE,GPS_WEEKS,GPS_SECONDS,GPS_FRAC_SECS,ECEF_X,ECEF_Y,ECEF_Z,VEL_X,VEL_Y,VEL_Z,LAT,LON,ALT
2161,49412,83,82,24248,0,341,150300,0.734,-2533000,-6269000,478500,4093,-1189,6018,3.718193531,-112.2493439,399963.6875
2161,49413,83,82,40632,0,341,150300,0.984,-2532000,-6269000,480000,4094,-1187,6018,3.718193531,-112.2493439,399963.6875
2161,49414,83,82,57016,0,341,150301,0.234,-2531000,-6269000,481500,4095,-1185,6018,3.718193531,-112.2493439,399963.6875
2161,49415,83,83,7864,0,341,150301,0.484,-2530000,-6270000,483000,4095,-1183,6018,3.718193531,-112.2493439,399963.6875
2161,49416,83,83,24248,0,341,150301,0.734,-2529000,-6270000,484500,4096,-1181,6018,3.718193531,-112.2493439,399963.6875
2161,49417,83,83,40632,0,341,150305,0.984,-2528000,-6270000,485900,4097,-1179,6017,3.718193531,-112.2493439,399963.6875
2161,49418,83,83,57016,0,341,150322,0.234,-2527000,-6270000,487400,4098,-1178,6017,3.718193531,-112.2493439,399963.6875
2161,49419,83,84,7864,0,341,150325,0.484,-2526000,-6271000,488900,4098,-1176,6017,3.718193531,-112.2493439,399963.6875
2161,49420,83,84,24248,0,342,150302,0.734,-2525000,-6271000,490400,4099,-1174,6017,3.718193531,-112.2493439,399963.6875
2161,49421,83,84,40632,0,342,150309,0.984,-2524000,-6271000,491900,4100,-1172,6017,3.718193531,-112.2493439,399963.6875
2161,49422,83,84,57016,0,345,150303,0.234,-2523000,-6272000,493400,4101,-1170,6017,3.718193531,-112.2493439,399963.6875
2161,49423,83,85,7864,0,345,150306,0.484,-2522000,-6272000,494900,4102,-1168,6016,3.718193531,-112.2493439,399963.6875
2161,49424,83,85,24248,0,341,150303,0.734,-2521000,-6272000,496400,4102,-1166,6016,3.718193531,-112.2493439,399963.6875
2161,49425,83,85,40632,0,341,150303,0.984,-2520000,-6272000,497800,4103,-1165,6016,3.718193531,-112.2493439,399963.6875
2161,49426,83,85,57016,0,341,150304,0.234,-2519000,-6273000,499300,4104,-1163,6016,3.718193531,-112.2493439,399963.6875
2161,49427,83,86,7864,0,341,150304,0.484,-2518000,-6273000,500800,4105,-1161,6016,3.718193531,-112.2493439,399963.6875
2161,49428,83,86,24248,0,341,150304,0.734,-2517000,-6273000,502300,4105,-1159,6016,3.718193531,-112.2493439,399963.6875
2161,49429,83,86,40632,0,341,150304,0.984,-2516000,-6274000,503800,4106,-1157,6016,3.718193531,-112.2493439,399963.6875
